comment,score,id_hotel
 cannot say enough good things about this place. They take such good care of you that you will never want to leave.,50,672
…,50,672
"I have had the pleasure to visit Arriba many times I’ve the past few years. It is a favourite destination!  Arriba is located at the top of a coastal rock face  surrounded by beach, crashing Pacific waves and views of the mountain range nearby.  The views are spectacular and we have loved watching the whales migrate from our lounge chairs at Arriba.  The hosts are very professional, and ensure the rooms are clean, sanitary and well appointed.  Fresh coastal air allowed us to stay outside all day and evening....there are many areas that are shaded, a fantastic fire pit perched on the edge of the rock overlooking the cliffs, and a relaxing hot tub and pool.  Truly very special!  We also loved the local food in nearby restaurants, body surfing at the world famous Cerritos Beach and",50,672
 Shelby’s famous margaritas.... enjoy enjoy enjoy!,50,672
…,50,672
"Arriba de la Roca is BREATHTAKING!! This ""top-of-the-rock"" boutique hotel offers unobstructed views of migrating whales, flying fish, beaches in each direction for as far as the eye can see.  Perfect sunsets and sunrises every day.  Shelby and Maurice deliver 6 star service, excellent cocktails and delicious meals.  I can't wait for my next visit! You will not regret choosing Arriba de la Roca.   It's unforgetable!",50,672
"This trip was a trip of a lifetime. The owners treat their guests like royalty and work tirelessly to ensure your happiness. The place was simply amazing. Everyday starts with a brand new sunrise and an amazing breakfast. Everyday of your stay will never be the same because of how beautiful the scenery is.  I highly recommend this place to anyone looking to fulfill a bucket list wish, someone craving oceanic beauty, or someone who loves to be treated like royalty.",50,672
"We are regular visitors at Arriba.  We love and look forward to our trip every year.  I call it heaven on earth.  Great views, food, drinks, with great service.  Rooms are clean, luxurious and breathtaking.  See u next year!",50,672
Flora Del Mar is a little hideaway about 5 minutes from the Pacific Ocean in Todos Santos. We had a great time staying in the bungalow. We sipped wine and smoked cigars on the rooftop porch while listening to the ocean roar and staring at the Milky Way. The nearby pool was also a great way to cool off during our summertime visit. ,50,673
"A unique place in the world. We loved the totally empty beach with the most magic sunsets. Marilyn is a fantastic host with a big heart for dogs. One of hem, Lobo, spent a day with us on the beach (not possible to swim/black flagged). Room was very nice, breakfast was very nice, if you want peace and tranquility this is the place. You need a car to get there and to Todos Santos village. We will come back! ",50,673
"This was our second visit to Todos Santos - a small town north of Cabo. Here you can escape the hustle and bustle of typical Mexican resorts and bask in the quiet, natural beauty of the southern baja. Marilyn was an extraordinary hostess - very prompt with every question before we arrived and warm and welcoming during our 4 night stay. The rooms were private, supremely clean, well appointed with views of the ocean. We enjoyed star-gazing from the roof top terrace and fell asleep to the sound of the crashing surf. Each day we enjoyed the 2 minute walk to the beach to watch for whales. The property also has a top notch tennis court where all levels are welcome to play with the local ex-pats.  By the time we left we felt like family members who absolutely must return!",50,673
"You have to drive over rough dirt roads to get here, but the ocean view and quaint surroundings are worth it. Marilyn Martin, the owner, is a kind and patient person who makes sure that your stay is wonderful. The casita in which we stayed was a bit sparse, but we were there to relax and forget he world, which is totally possible here. You can walk to the beach and watch the whales. It is not luxurious, so be prepared for some rough edges at times. But, it is a very relaxing and private spot.",40,673
